--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Adolis García,28,622,.321,99,.306,.212,5.0%,31.2%,5.1%,90.8,45.5%,19.7%,42.7%,30.7%,0.75,28.6%,56.3%,15.1%,-0.6,0.5%,-6.1,31%,76%,47%,garciad02
Kyle Gibson,33,2,.000,-126,.000,.000,0.0%,50.0%,0.0%,26.2,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,gibsoky01
Ronald Guzmán,26,17,.157,-15,.000,.188,5.9%,35.3%,5.9%,87.2,20.0%,0.0%,60.0%,40.0%,1.50,60.0%,40.0%,0.0%,-0.3,-0.1%,-3.5,0%,,,guzmaro01
Jonah Heim,26,285,.259,56,.210,.162,3.5%,20.4%,5.3%,86.8,38.1%,22.7%,39.8%,25.1%,0.67,29.9%,55.9%,14.2%,-0.5,-0.3%,-13.6,21%,75%,50%,heimjo01
Yonny Hernandez,23,166,.280,64,.277,.035,0.0%,19.3%,10.2%,81.0,15.9%,26.5%,51.3%,15.9%,1.16,21.2%,51.3%,27.4%,-1.0,0.0%,-10.1,28%,85%,50%,hernayo02
John Hicks,31,31,.381,143,.211,.419,12.9%,25.8%,0.0%,90.6,34.8%,13.0%,34.8%,43.5%,0.53,52.2%,26.1%,21.7%,0.2,0.0%,1.4,50%,,33%,hicksjo02
Brock Holt,33,260,.261,56,.254,.089,0.8%,18.9%,8.9%,86.1,24.6%,22.5%,48.7%,22.5%,0.95,32.1%,49.7%,18.2%,-0.5,0.0%,-9.4,27%,83%,32%,holtbr01
Andy Ibáñez,28,272,.330,107,.297,.158,2.6%,12.9%,5.5%,88.5,38.8%,22.3%,37.7%,31.8%,0.61,25.0%,58.6%,16.4%,0.5,-0.1%,4.1,30%,,28%,ibanean01
Isiah Kiner-Falefa,26,677,.306,87,.304,.087,1.2%,13.3%,4.1%,85.4,28.9%,25.9%,54.2%,15.5%,1.19,24.3%,53.3%,22.4%,-0.5,0.2%,-3.4,32%,80%,36%,kineris01
John King,26,1,.000,-126,.000,.000,0.0%,0.0%,0.0%,30.9,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,kingjo01
Nathaniel Lowe,25,642,.344,115,.339,.151,2.8%,25.2%,12.5%,90.8,45.5%,20.9%,54.5%,23.4%,1.20,18.1%,57.4%,24.4%,1.5,0.3%,16.3,27%,100%,32%,lowena01
Jordan Lyles,30,6,.000,-126,.000,.000,0.0%,83.3%,0.0%,79.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,0.0%,-1.6,,,,lylesjo01
Jason Martin,25,154,.261,57,.245,.146,3.9%,26.6%,5.2%,85.5,33.7%,20.0%,43.8%,21.9%,0.84,38.1%,45.7%,16.2%,-1.1,-0.2%,-5.2,24%,75%,44%,martija03
DJ Peters,25,206,.266,60,.225,.228,5.8%,33.0%,1.9%,87.2,39.2%,18.9%,39.4%,30.3%,0.65,26.5%,53.8%,19.7%,-1.1,0.0%,-10.5,36%,100%,50%,peterdj01
Yohel Pozo,24,77,.301,86,.317,.095,1.3%,13.0%,3.9%,87.7,37.5%,34.4%,35.9%,15.6%,0.56,31.3%,54.7%,14.1%,0.1,0.0%,-1.3,30%,,22%,pozoyo01
Josh Sborz,27,1,.000,-126,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,sborzjo01
Nick Solak,26,511,.303,89,.292,.120,2.2%,20.9%,6.7%,86.4,33.7%,20.0%,53.5%,19.7%,1.18,23.7%,57.7%,18.6%,-1.9,-0.4%,-11.1,31%,58%,58%,solakni01
Leody Taveras,22,185,.220,22,.225,.109,1.6%,32.4%,4.9%,84.7,35.7%,20.9%,50.4%,17.4%,1.12,29.6%,55.7%,14.8%,-1.5,-0.4%,-20.3,31%,91%,73%,taverle01
Anderson Tejeda,23,17,.107,-60,.167,.000,0.0%,58.8%,5.9%,87.8,33.3%,16.7%,50.0%,33.3%,1.00,16.7%,66.7%,16.7%,-0.5,-0.2%,-3.0,50%,100%,,tejedan01
Curtis Terry,24,48,.132,-33,.133,.044,0.0%,31.3%,4.2%,82.5,16.7%,20.0%,26.7%,33.3%,0.36,20.0%,60.0%,20.0%,-0.7,0.0%,-6.8,43%,,67%,terrycu01
Jose Trevino,28,302,.265,61,.279,.102,1.7%,18.9%,4.0%,87.1,36.9%,26.2%,45.1%,22.7%,0.83,24.5%,57.5%,18.0%,-1.7,-0.4%,-17.6,24%,50%,30%,trevijo01
Eli White,27,220,.251,53,.230,.131,2.7%,30.0%,8.2%,83.9,22.7%,22.0%,37.9%,28.0%,0.64,34.1%,50.8%,15.2%,-1.6,-0.4%,-14.2,36%,57%,50%,whiteel04
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,5943,.297,82,.280,.143,2.8%,23.2%,7.3%,87.3,35.8%,22.5%,46.3%,23.3%,0.88,27.1%,54.4%,18.5%,-16.7,-2.9%,-136.9,29%,79%,41%,-9999
