--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Vinnie Pasquantino,24,298,.372,140,.306,.155,3.4%,11.4%,11.7%,91.0,47.1%,29.2%,40.3%,25.2%,0.68,32.3%,51.3%,16.4%,1.1,0.0%,11.6,14%,100%,17%,pasquvi01
Salvador Perez,32,473,.336,114,.285,.211,4.9%,23.0%,3.8%,91.4,49.0%,21.2%,36.9%,34.2%,0.58,29.2%,52.2%,18.6%,2.6,-0.3%,14.1,22%,,30%,perezsa02
Nick Pratto,23,182,.292,82,.250,.203,3.9%,36.3%,10.4%,85.3,36.5%,17.7%,31.3%,40.6%,0.47,35.4%,44.8%,19.8%,-1.1,0.0%,-3.4,26%,,44%,prattni01
Emmanuel Rivera,26,211,.303,90,.281,.162,2.8%,21.8%,5.2%,91.0,39.5%,23.7%,48.0%,25.7%,0.92,24.3%,52.6%,23.0%,-0.7,-0.1%,-6.4,33%,,35%,riverem01
Sebastian Rivero,23,29,.174,-7,.250,.000,0.0%,34.5%,6.9%,83.6,35.3%,11.8%,41.2%,29.4%,0.78,29.4%,52.9%,17.6%,-0.3,0.0%,-3.0,29%,,50%,riverse01
Brent Rooker,27,29,.232,39,.222,.040,0.0%,24.1%,10.3%,86.6,44.4%,22.2%,50.0%,27.8%,1.00,27.8%,72.2%,0.0%,-0.5,0.0%,-3.3,13%,,,rookebr01
Carlos Santana,36,212,.317,100,.236,.125,1.9%,13.2%,17.0%,90.2,41.9%,23.6%,40.5%,27.0%,0.68,39.2%,43.2%,17.6%,0.4,-0.1%,4.6,19%,,44%,santaca01
Michael A. Taylor,31,456,.301,89,.321,.104,2.0%,23.9%,7.7%,84.8,33.0%,21.0%,40.0%,28.1%,0.70,27.4%,53.5%,19.0%,-1.5,-0.2%,-7.8,30%,67%,46%,taylomi02
Drew Waters,23,109,.346,121,.353,.240,4.6%,36.7%,11.0%,84.1,28.6%,21.4%,48.2%,28.6%,0.93,39.3%,42.9%,17.9%,0.9,0.0%,6.6,28%,,73%,waterdr01
Bobby Witt,22,632,.319,97,.295,.174,3.2%,21.4%,4.8%,89.7,38.8%,22.6%,36.2%,33.4%,0.57,22.3%,57.3%,20.4%,-1.4,-0.6%,-5.3,37%,81%,62%,wittbo02
League Average,,,.312,99,.289,.148,2.8%,22.2%,8.0%,88.2,38.6%,23.9%,42.5%,25.5%,0.75,29.1%,52.3%,18.7%,,,,30%,75%,41%,-9999
Team Total,,6010,.308,93,.293,.136,2.3%,21.4%,7.7%,88.1,37.9%,23.8%,41.4%,27.2%,0.72,29.6%,52.0%,18.3%,-8.2,-2.4%,-54.1,29%,75%,46%,-9999
