--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jesus Montero,23,110,.259,63,.231,.119,2.7%,19.1%,7.3%,24.7%,42.0%,28.4%,0.72,23.5%,59.3%,17.3%,0.2,0.0%,-4.8,12%,0%,13%,monteje01
Kendrys Morales,30,657,.348,126,.309,.171,3.5%,17.4%,7.5%,22.7%,49.5%,23.3%,0.98,24.7%,61.8%,13.5%,2.1,0.7%,14.1,21%,,38%,moralke01
Mike Morse,31,307,.311,98,.267,.184,4.2%,26.1%,6.5%,21.6%,44.1%,27.9%,0.79,27.5%,56.4%,16.2%,-0.7,-0.1%,-7.2,24%,,21%,morsemi01
James Paxton,24,2,.348,126,,.000,0.0%,50.0%,50.0%,,,,,,,,0.0,0.0%,0.0,100%,,,paxtoja01
Carlos Peguero,26,7,.535,256,.333,.500,14.3%,28.6%,14.3%,25.0%,50.0%,25.0%,1.00,50.0%,50.0%,0.0%,0.1,0.0%,0.6,0%,100%,0%,pegueca01
Humberto Quintero,33,72,.267,65,.260,.104,2.8%,20.8%,4.2%,31.5%,46.3%,9.3%,0.96,20.4%,55.6%,24.1%,-0.5,0.0%,-3.2,19%,,0%,quinthu01
Erasmo Ramirez,23,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,,,,ramirer02
Brendan Ryan,31,287,.245,49,.237,.073,1.1%,20.9%,7.3%,22.4%,41.0%,17.6%,0.75,25.9%,55.6%,18.5%,-1.6,-0.6%,-19.2,28%,67%,41%,ryanbr01
Joe Saunders,32,6,.000,-177,.000,.000,0.0%,33.3%,0.0%,0.0%,50.0%,25.0%,2.00,25.0%,50.0%,25.0%,-0.1,0.0%,-0.9,,,,saundjo01
Michael Saunders,26,468,.327,109,.298,.160,2.6%,25.2%,11.5%,25.4%,40.7%,26.4%,0.72,25.4%,57.6%,16.9%,-0.3,-0.2%,2.4,32%,72%,41%,saundmi01
Kyle Seager,25,695,.342,121,.290,.166,3.2%,17.6%,9.8%,25.3%,35.1%,28.1%,0.55,32.7%,50.0%,17.3%,2.4,-0.1%,15.6,27%,75%,51%,seageky01
Kelly Shoppach,33,125,.284,78,.300,.150,2.4%,36.0%,9.6%,13.8%,33.8%,33.8%,0.54,33.8%,56.9%,9.2%,-0.6,-0.1%,-3.0,24%,,0%,shoppke01
Justin Smoak,26,521,.339,119,.278,.174,3.8%,22.8%,12.3%,22.3%,36.6%,31.0%,0.58,41.1%,44.0%,14.9%,0.8,-0.2%,2.7,21%,,20%,smoakju01
Jesús Sucre,25,29,.204,19,.192,.000,0.0%,3.5%,6.9%,34.6%,57.7%,7.7%,1.36,19.2%,61.5%,19.2%,-0.2,-0.1%,-2.1,14%,,25%,sucreje01
Carlos Triunfel,23,47,.139,-31,.176,.023,0.0%,23.4%,0.0%,20.0%,45.7%,14.3%,1.00,20.0%,57.1%,22.9%,-0.3,-0.1%,-4.8,13%,,0%,triunca01
Mike Zunino,22,193,.293,84,.267,.116,2.6%,25.4%,8.3%,20.8%,43.2%,27.2%,0.77,33.6%,56.0%,10.4%,-0.7,0.0%,-4.9,33%,100%,48%,zuninmi01
League Average,,,.324,99,.297,.147,2.7%,19.9%,8.1%,22.5%,43.6%,24.9%,0.80,28.2%,54.5%,17.3%,,,,29%,74%,39%,-9999
Team Total,,6172,.312,99,.279,.152,3.1%,21.9%,8.6%,23.5%,42.1%,24.7%,0.75,29.6%,53.4%,17.0%,-5.6,-2.1%,-54.0,25%,68%,38%,-9999
