--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Cliff Lee,32,82,.251,34,.271,.107,2.4%,31.7%,1.2%,12.7%,49.1%,27.3%,1.23,14.5%,58.2%,27.3%,-0.3,0.0%,-4.4,27%,100%,43%,leecl02
Michael Martinez,28,234,.274,54,.220,.086,1.3%,15.0%,7.7%,15.5%,51.4%,24.9%,1.16,24.9%,59.1%,16.0%,0.1,0.1%,-4.1,34%,100%,67%,martimi02
John Mayberry,27,296,.375,131,.293,.240,5.1%,18.6%,8.8%,18.8%,41.8%,28.2%,0.72,35.2%,49.8%,15.0%,1.7,0.4%,16.9,24%,73%,44%,maybejo02
Brandon Moss,27,6,.000,-146,.000,.000,0.0%,33.3%,0.0%,0.0%,50.0%,25.0%,1.00,25.0%,25.0%,50.0%,-0.3,0.0%,-2.3,0%,,,mossbr01
Pete Orr,32,104,.244,29,.273,.031,0.0%,18.3%,5.8%,23.4%,42.9%,23.4%,0.75,35.1%,53.2%,11.7%,-0.2,0.1%,-4.6,22%,100%,40%,orrpe01
Roy Oswalt,33,49,.131,-73,.125,.000,0.0%,28.6%,8.2%,6.5%,54.8%,12.9%,2.83,9.7%,61.3%,29.0%,-0.6,-0.4%,-5.8,29%,,20%,oswalro01
Hunter Pence,28,236,.423,169,.348,.237,4.7%,16.1%,11.0%,17.4%,52.9%,23.3%,1.12,27.9%,59.9%,12.2%,0.7,0.0%,13.6,29%,50%,55%,pencehu01
Placido Polanco,35,523,.314,86,.292,.062,1.0%,8.4%,8.0%,23.0%,43.3%,29.3%,0.77,17.1%,61.8%,21.2%,-1.4,-1.0%,-4.9,24%,100%,44%,polanpl01
Jimmy Rollins,32,631,.344,105,.275,.131,2.5%,9.4%,9.2%,20.5%,38.4%,30.5%,0.63,39.9%,48.3%,11.7%,-0.4,-0.1%,20.1,36%,79%,50%,rolliji01
Carlos Ruiz,32,472,.351,115,.308,.100,1.3%,10.2%,10.2%,20.2%,41.5%,27.9%,0.72,26.0%,50.8%,23.2%,0.4,0.2%,13.9,26%,100%,37%,ruizca01
Dane Sardinha,32,43,.346,112,.368,.031,0.0%,30.2%,23.3%,36.8%,36.8%,15.8%,0.58,42.1%,52.6%,5.3%,0.0,0.0%,0.1,42%,,25%,sardida01
Brian Schneider,34,139,.229,23,.225,.080,1.4%,25.2%,7.9%,21.7%,46.7%,23.9%,0.90,41.3%,50.0%,8.7%,-0.9,-0.4%,-10.7,28%,,17%,schnebr01
Michael Schwimer,25,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,schwimi01
Chase Utley,32,454,.352,110,.269,.166,2.4%,10.4%,8.6%,13.8%,41.0%,36.7%,0.70,33.9%,48.6%,17.5%,1.3,0.8%,10.4,30%,100%,73%,utleych01
Wilson Valdez,33,300,.287,68,.288,.092,0.3%,13.7%,6.0%,19.5%,61.8%,11.6%,1.84,24.5%,54.8%,20.7%,-0.3,-0.7%,-8.0,42%,50%,53%,valdewi01
Shane Victorino,30,586,.384,135,.292,.212,2.9%,10.8%,9.4%,16.0%,42.2%,30.5%,0.75,34.6%,49.1%,16.2%,3.1,2.0%,26.9,41%,86%,55%,victosh01
Vance Worley,23,48,.221,15,.323,.022,0.0%,29.2%,2.1%,12.1%,54.5%,21.2%,1.50,21.2%,57.6%,21.2%,-0.4,-0.2%,-5.9,36%,,33%,worleva01
League Average,,,.323,94,.296,.138,2.3%,19.1%,8.1%,18.6%,44.1%,27.4%,0.83,27.5%,55.2%,17.3%,,,,29%,73%,41%,-9999
Team Total,,6279,.329,96,.283,.142,2.4%,16.3%,8.6%,18.5%,44.3%,28.0%,0.82,30.6%,52.6%,16.8%,2.2,0.3%,46.6,30%,80%,42%,-9999
